,func,target,project
1752,"function withdrawBalance_re_ent40() public{
        (bool success,)=msg.sender.call.value(userBalance_re_ent40[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent40[msg.sender] = 0;
    }",True,buggy_44.sol
1753,"    function _setMetadata(bytes memory metadata) internal {
        emit MetadataSet(metadata);
    }",False,buggy_44.sol
1754,"function bug_re_ent41() public{
        require(not_called_re_ent41);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent41 = false;
    }",True,buggy_44.sol
1755,"function withdrawBalance_re_ent12() public{
        if( ! (msg.sender.send(userBalance_re_ent12[msg.sender]) ) ){
            revert();
        }
        userBalance_re_ent12[msg.sender] = 0;
    }",True,buggy_44.sol
1756,"function claimReward_re_ent11() public {        
        require(redeemableEther_re_ent11[msg.sender] > 0);
        uint transferValue_re_ent11 = redeemableEther_re_ent11[msg.sender];
        msg.sender.transfer(transferValue_re_ent11);    
        redeemableEther_re_ent11[msg.sender] = 0;
    }",True,buggy_44.sol
1757,"function withdrawBalance_re_ent33() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent33[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent33[msg.sender] = 0;
    }",True,buggy_44.sol
1758,"    function _setOperator(address operator) internal {
        require(_operator != operator, ""cannot set same operator"");
        _operator = operator;
        emit OperatorUpdated(operator, hasActiveOperator());
    }",False,buggy_44.sol
1759,"function callme_re_ent42() public{
        require(counter_re_ent42<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent42 += 1;
    }",True,buggy_44.sol
1760,"    function _transferOperator(address operator) internal {
        require(_operator != address(0), ""operator not set"");
        _setOperator(operator);
    }",False,buggy_44.sol
1761,"	  function buyTicket_re_ent2() public{
	    if (!(lastPlayer_re_ent2.send(jackpot_re_ent2)))
        revert();
      lastPlayer_re_ent2 = msg.sender;
      jackpot_re_ent2    = address(this).balance;
    }",True,buggy_44.sol
1762,"    function _renounceOperator() internal {
        require(hasActiveOperator(), ""only when operator active"");
        _operator = address(0);
        _status = false;
        emit OperatorUpdated(address(0), false);
    }",False,buggy_44.sol
1763,"function withdrawFunds_re_ent17 (uint256 _weiToWithdraw) public {
        require(balances_re_ent17[msg.sender] >= _weiToWithdraw);
        (bool success,)=msg.sender.call.value(_weiToWithdraw)("""");
        require(success);   
        balances_re_ent17[msg.sender] -= _weiToWithdraw;
    }",True,buggy_44.sol
1764,"    function _activateOperator() internal {
        require(!hasActiveOperator(), ""only when operator not active"");
        _status = true;
        emit OperatorUpdated(_operator, true);
    }",False,buggy_44.sol
1765,"	  function buyTicket_re_ent37() public{
	    if (!(lastPlayer_re_ent37.send(jackpot_re_ent37)))
        revert();
      lastPlayer_re_ent37 = msg.sender;
      jackpot_re_ent37    = address(this).balance;
    }",True,buggy_44.sol
1766,"    function _deactivateOperator() internal {
        require(hasActiveOperator(), ""only when operator active"");
        _status = false;
        emit OperatorUpdated(_operator, false);
    }",False,buggy_44.sol
1767,"function withdrawFunds_re_ent3 (uint256 _weiToWithdraw) public {
        require(balances_re_ent3[msg.sender] >= _weiToWithdraw);
	(bool success,)= msg.sender.call.value(_weiToWithdraw)("""");
        require(success);   
        balances_re_ent3[msg.sender] -= _weiToWithdraw;
    }",True,buggy_44.sol
1768,"    function getOperator() public view returns (address operator) {
        operator = _operator;
    }",False,buggy_44.sol
1769,"	  function buyTicket_re_ent9() public{
	    (bool success,) = lastPlayer_re_ent9.call.value(jackpot_re_ent9)("""");
	    if (!success)
	        revert();
      lastPlayer_re_ent9 = msg.sender;
      jackpot_re_ent9    = address(this).balance;
    }",True,buggy_44.sol
1770,"    function isOperator(address caller) public view returns (bool ok) {
        return (caller == getOperator());
    }",False,buggy_44.sol
1771,"function claimReward_re_ent25() public {        
        require(redeemableEther_re_ent25[msg.sender] > 0);
        uint transferValue_re_ent25 = redeemableEther_re_ent25[msg.sender];
        msg.sender.transfer(transferValue_re_ent25);    
        redeemableEther_re_ent25[msg.sender] = 0;
    }",True,buggy_44.sol
1772,"    function hasActiveOperator() public view returns (bool ok) {
        return _status;
    }",False,buggy_44.sol
1773,"function withdrawBalance_re_ent19() public{
        if( ! (msg.sender.send(userBalance_re_ent19[msg.sender]) ) ){
            revert();
        }
        userBalance_re_ent19[msg.sender] = 0;
    }",True,buggy_44.sol
1774,"    function isActiveOperator(address caller) public view returns (bool ok) {
        return (isOperator(caller) && hasActiveOperator());
    }",False,buggy_44.sol
1775,"function withdrawBalance_re_ent26() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent26[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent26[msg.sender] = 0;
    }",True,buggy_44.sol
1776,"function bug_re_ent27() public{
        require(not_called_re_ent27);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent27 = false;
    }",True,buggy_44.sol
1777,"function withdrawFunds_re_ent31 (uint256 _weiToWithdraw) public {
        require(balances_re_ent31[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent31[msg.sender] -= _weiToWithdraw;
    }",True,buggy_44.sol
1778,"    function _setMultiHashFormat(uint8 hashFunction, uint8 digestSize) internal {
        emit HashFormatSet(hashFunction, digestSize);
    }",False,buggy_44.sol
1779,"function bug_re_ent20() public{
        require(not_called_re_ent20);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent20 = false;
    }",True,buggy_44.sol
1780,"    function _submitHash(bytes32 hash) internal {
        emit HashSubmitted(hash);
    }",False,buggy_44.sol
1781,"function claimReward_re_ent32() public {        
        require(redeemableEther_re_ent32[msg.sender] > 0);
        uint transferValue_re_ent32 = redeemableEther_re_ent32[msg.sender];
        msg.sender.transfer(transferValue_re_ent32);    
        redeemableEther_re_ent32[msg.sender] = 0;
    }",True,buggy_44.sol
1782,"    function _combineMultiHash(MultiHash memory multihash) internal pure returns (bytes memory) {
        bytes memory out = new bytes(34);
        out[0] = byte(multihash.hashFunction);
        out[1] = byte(multihash.digestSize);
        uint8 i;
        for (i = 0; i < 32; i++) {
          out[i+2] = multihash.hash[i];
        }
        return out;
    }",False,buggy_44.sol
1783,"function withdrawFunds_re_ent38 (uint256 _weiToWithdraw) public {
        require(balances_re_ent38[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent38[msg.sender] -= _weiToWithdraw;
    }",True,buggy_44.sol
1784,"    function _splitMultiHash(bytes memory source) internal pure returns (MultiHash memory) {
        require(source.length == 34, ""length of source must be 34"");
        uint8 hashFunction = uint8(source[0]);
        uint8 digestSize = uint8(source[1]);
        bytes32 hash;
        assembly {
          hash := mload(add(source, 34))
        }
        return (MultiHash({
          hashFunction: hashFunction,
          digestSize: digestSize,
          hash: hash
        }));
    }",False,buggy_44.sol
1785,"function claimReward_re_ent4() public {        
        require(redeemableEther_re_ent4[msg.sender] > 0);
        uint transferValue_re_ent4 = redeemableEther_re_ent4[msg.sender];
        msg.sender.transfer(transferValue_re_ent4);    
        redeemableEther_re_ent4[msg.sender] = 0;
    }",True,buggy_44.sol
1786,     function create(bytes calldata initData) external returns (address instance);,False,buggy_44.sol
1787,"     function createSalty(bytes calldata initData, bytes32 salt) external returns (address instance);",False,buggy_44.sol
1788,     function getInitSelector() external view returns (bytes4 initSelector);,False,buggy_44.sol
1789,     function getInstanceRegistry() external view returns (address instanceRegistry);,False,buggy_44.sol
1790,     function getTemplate() external view returns (address template);,False,buggy_44.sol
1791,"     function getSaltyInstance(bytes calldata, bytes32 salt) external view returns (address instance);",False,buggy_44.sol
1792,     function getNextInstance(bytes calldata) external view returns (address instance);,False,buggy_44.sol
1793,     function getInstanceCreator(address instance) external view returns (address creator);,False,buggy_44.sol
1794,     function getInstanceType() external view returns (bytes4 instanceType);,False,buggy_44.sol
1795,     function getInstanceCount() external view returns (uint256 count);,False,buggy_44.sol
1796,     function getInstance(uint256 index) external view returns (address instance);,False,buggy_44.sol
1797,     function getInstances() external view returns (address[] memory instances);,False,buggy_44.sol
1798,"     function getPaginatedInstances(uint256 startIndex, uint256 endIndex) external view returns (address[] memory instances);",False,buggy_44.sol
1799,"    function withdraw_balances_re_ent1 () public {
       (bool success,) =msg.sender.call.value(balances_re_ent1[msg.sender ])("""");
       if (success)
          balances_re_ent1[msg.sender] = 0;
      }",True,buggy_44.sol
1800,"    function getCreator() public view returns (address creator) {
        creator = iFactory(_factory).getInstanceCreator(address(this));
    }",False,buggy_44.sol
1801,"function callme_re_ent7() public{
        require(counter_re_ent7<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent7 += 1;
    }",True,buggy_44.sol
1802,"    function isCreator(address caller) public view returns (bool ok) {
        ok = (caller == getCreator());
    }",False,buggy_44.sol
1803,"	  function buyTicket_re_ent23() public{
	    if (!(lastPlayer_re_ent23.send(jackpot_re_ent23)))
        revert();
      lastPlayer_re_ent23 = msg.sender;
      jackpot_re_ent23    = address(this).balance;
    }",True,buggy_44.sol
1804,"    function getFactory() public view returns (address factory) {
        factory = _factory;
    }",False,buggy_44.sol
1805,"function callme_re_ent14() public{
        require(counter_re_ent14<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent14 += 1;
    }",True,buggy_44.sol
1806,"function bug_re_ent13() public{
        require(not_called_re_ent13);
        (bool success,)=msg.sender.call.value(1 ether)("""");
        if( ! success ){
            revert();
        }
        not_called_re_ent13 = false;
    }",True,buggy_44.sol
1807,"    function initialize(
        address operator,
        bytes memory multihash,
        bytes memory metadata
    ) public initializeTemplate() {
        if (operator != address(0)) {
            Operated._setOperator(operator);
            Operated._activateOperator();
        }
        if (multihash.length != 0) {
            MultiHashWrapper.MultiHash memory multihashObj = MultiHashWrapper._splitMultiHash(multihash);
            ProofHashes._setMultiHashFormat(multihashObj.hashFunction, multihashObj.digestSize);
            ProofHashes._submitHash(multihashObj.hash);
        }
        if (metadata.length != 0) {
            EventMetadata._setMetadata(metadata);
        }
        emit Initialized(operator, multihash, metadata);
    }",False,buggy_44.sol
1808,"	  function buyTicket_re_ent30() public{
	    if (!(lastPlayer_re_ent30.send(jackpot_re_ent30)))
        revert();
      lastPlayer_re_ent30 = msg.sender;
      jackpot_re_ent30    = address(this).balance;
    }",True,buggy_44.sol
1809,"    function submitHash(bytes32 multihash) public {
        require(Template.isCreator(msg.sender) || Operated.isActiveOperator(msg.sender), ""only active operator or creator"");
        ProofHashes._submitHash(multihash);
    }",False,buggy_44.sol
1810,"    function withdraw_balances_re_ent8 () public {
       (bool success,) = msg.sender.call.value(balances_re_ent8[msg.sender ])("""");
       if (success)
          balances_re_ent8[msg.sender] = 0;
      }",True,buggy_44.sol
1811,"    function setMetadata(bytes memory metadata) public {
        require(Template.isCreator(msg.sender) || Operated.isActiveOperator(msg.sender), ""only active operator or creator"");
        EventMetadata._setMetadata(metadata);
    }",False,buggy_44.sol
1812,"function claimReward_re_ent39() public {        
        require(redeemableEther_re_ent39[msg.sender] > 0);
        uint transferValue_re_ent39 = redeemableEther_re_ent39[msg.sender];
        msg.sender.transfer(transferValue_re_ent39);    
        redeemableEther_re_ent39[msg.sender] = 0;
    }",True,buggy_44.sol
